,0,1,2,3,4,5,6
1146,NLi83loBdTN6wb9TMTu01pNJLc__iy7k-sLvt39oFNW6W3Ib,Yb7Kj4yEBn3BM-E1FCKlieHkJGcY2ywySEIRJtC2C8uEVNdZ3sySdUAT,FjB8OG4MfY4B29he1kiyMvcMggrHBOxDfVrQ7HaupoehVj7EO80SyqTWdKmCcxoyXSdZWD9VBPEftw,LJAT,4379.0,1609881139000.0,47.0
1147,FDtt1rj2obWf0CpImWTYkyxXWz7KGwraG-M2st6nPy1wjKT4,1ovtwzhAGT41GCU7cLS53kvSBUniiZWisfg7Mv7Qst_dUNUtrPQoEpPu,yGlNHPSnQUWOMpDq4GTkxScWorJnmSyZjg-6mbK_yWPZy_GXkBdV82q9ublYnd3AvTNwyr4GwiJjzQ,CombustibleTosat,4569.0,1611162374000.0,99.0
1148,B_c-jlMKLcOyfUodZW_38BxCefsRGxNZXb4nFMvRaapS_mPq,-KhqYKnD8Z2S60RsRLDxNo_kEZTX6mGuXsqtp0B_8yzPR2SGf_tjfCQ9,ugBhKf8SGP4hNcdxfjaDr3_7BFcwt6iUsXaPc9GSHXWlrmwNdhStUE1-AwonakQYQiVBgbtzLsGCOQ,HonorYourTank,4881.0,1611372537000.0,324.0
1149,CQueT36u9SISZKHD6Ih47CaszA3YLkZuS63qFrxxip-IUf4D,4-GDY1AzmaKkCZTL9CGarVRXicWSt1ZxrhcEOLH_-T9ihxWt7NIo3yS1,2WmQjF5IS-LdDgS8fDmRenmOcKULvs8ljvJlqgp8lb1At9fn8mk3M9ambvQ7X6D5qxcDjG4ns8oo_A,Elchappoo101,4832.0,1610943977000.0,89.0
1150,LSuLBnPtD2QM-dpSqkAnjmlmuDFKFHUOpG3bAiLG8NDnyVrJ,CSWz846IokdncIppXkWf8kBhRrt2zR_4HO2XCOvUtOOI__TVJmY7p533,clt-Lte75fnAmZ4WbN6mLlT3RPqmuuPndL43kseQpMPcrtJ_z21MfmJgElyme_Lp23JCWvuh6VLYEQ,SHAMKHAN,4834.0,1610248530000.0,110.0
1151,WxedcLknPHCYB4qdBoccVcLz4fy_MptJ5WGT2eKJ6UFmYeFf,rfnE_xhM9KuKAu18WOF0qQch8_pOW_mLliXgik0mBOZKS_RtF-3SjrrT,UuFJPJqcdC1BFeCbLO9Fc2BlhIgnhzWJhwzj-3u7llJ7Zlg4-_iMItJUPccT6tvyyoNg5bZwHuDPew,Eviexia,4532.0,1611372085330.0,66.0
1152,hWet7z0DtBh3j8ipBWUWOz2iO9VQg6zalXEnD95FSech7GGO,yOl21DUuAE9fypbfGacJdde6AcGt8RPV6j62NV4jCp4PFuLH4Jm5qDWm,ZIUzXb6_Zp6pXpIfkdUsblQgNGrIpBVBX8yhpsoXP4cSVm4w6X00f0-aG6jMv9rI_1NkzLX6Glxhhg,BunLuv,4796.0,1611412152000.0,106.0
1153,ZhpmR6X_APJi961Ncen_cMGg_VODX_X8tN4z2fYA_8v6j4By,uvwNnUheyCPCn0fle9xjd1osgDMcP5i6TVEG8rCgyNyxSaDzxnMhlOy3,87oYKCNAq7-9fF0mRqGx9Gcfc50g6-H5SmUTZZs2Z-aOzMjnGSjGWgL31yWDal_tnvDkKUfjP54O7g,Springle69,4655.0,1610873962000.0,245.0
1154,pb1CvJAdLwMH07mVw5TDa--EYYnABcyU5nPHx5KJJeL0zzUJ,FjstoBi9wMwhlvIjQyQ3PQ55jvsuTIN6EjA8NNNw76mnjpav_3SDiVkG,ZgnFdGkRvFdMTaLofrVhR1x_ZC7veRtni3vfnHmOLggmjQSZ0fECld7cHINIhShZ8aFvw1jSkP3kog,cheesepuffxyz,3791.0,1611376373000.0,116.0
1155,N8UMasB3rQ78Teg4MZXmfOXLiwHtfrqpjMAgY04GNoZ82D_I,2YhA5rEnU_X4fLnRaqAF93BKLdHXTf4aPsYMEBaM9yyVZeuZEa2ySlk8,Yy5er5PO51zf7wWAKVLQ-LFVA0xjy8aYUm0PMjQa0FvrdtkjiR689JvyUjwQXvYmoRg-gv-urT_1_A,Cuthuluwu,4834.0,1611196514000.0,118.0
1156,oQmWQu8e3wUjPNZXOsFpJvRbCpi_hOETqtPmE9UU4TSWwaGW,FVzgUb-GwwI85su4XuSJuRwIVn0RZILE7_I7uYt57CEEwyup9ZX5Z5HE,_Bk_FVG1lhh8CP4VLkd3X-dAxXFzTMB7DKwLE6eqUizyeEDoCcJv5S9OlQlfAPkjrVaWdjRt6oACpQ,IGnotforme,4027.0,1611186036000.0,49.0
1157,sGN8bD4Q7MX19ewJausk4LIS8aoS4Uewj2uOsGwSmAR0BYrt,qz1BZSR6uyRsEQWrERk9iIJVvEIZqnH1PpdTopYTStuWRrY5Yx_rt3XB,lP9C8wM6jYcOn-Mn0nLhANvOhxKyf-GfLBOeRF-s8wyIZIxFXRXEpiQWf2tvYSTy5a1Xg3sMDbjkdA,Sereninj2,3544.0,1609873691000.0,28.0
1158,ksmqo_AZKhABtU87gM4aSqFoYPPsQETtWPFzIGFfli5SkJmZ,c2RLXLIbH5sseQZrbRY7ZbolQ4uoDTlwR2j4WNlT1cA3MQyzJIJFSgP6,ws8PhulA7dYdj5_peJmvHtSxetAqtG2v8-f4-Rw5NwZlHnDiFwJZ9qyg4VpZ4L-vIwhNQnxB1oHSYA,dreamdeadly,1644.0,1611274368000.0,159.0
1159,uRt38Yz9uSjG7d7eMwkXTwlAwjk_Yf4JrQ3lV9w0sX1dUf6o,60VWMV9zuB6mXEIVcJtixUbCs1ZXDqOjMwRJPnWV3FJe32xIYRQ3eHVX,MEipPUqceDIlja7_uh5rV08-tCy3QO25C8Ojv9BxV8MqtRhv-RTY2f8qpc2HZTXfsiLTq6scTTKQjQ,KontraBandzz,777.0,1611336976000.0,151.0
1160,p92oo89tNJPnyL4nfGsh-rljDnzjyH_5dPg_hbWLmoIGmW4t,k4PQzTDQtl0QgNHVpI_Cuxj-f3zp0j9qMmnneo1G-gZWJFze0IdKZNm9,U-b3Kx6sjMQI_wdxUIicArND54etWVPXrB2hECjx4-uPScLxEla4P6Yt0sTG5AvcG3DPL8DD6iKkew,Zaranoraa,3545.0,1607793948000.0,30.0
1161,ExlqPwcXA7qiLye9b6hwns15k_F_YrJ3l7uVZf1aAPMLv089,LaEzlo-lFmVybs63DuyUpQT-efH_vLlvR-C2Y--GiDl5t5x-B3oWU33g,XLE5DJVuwh7Lg4-o6jJc1z7RyBa0QeStA-LyfCH0LQ9hLFvMuHLPKpus44jtoPKtheEuURAaygHKSQ,Big Jackkk,3787.0,1611211322000.0,55.0
1162,L0JuzNniQBob2Q9ddPVEK61ZjElHAbBD5tIXoTJFpWO5OiGK,rfSYYh3JDdrqaWRvMLXAeiWZRimzULuy7O2SvtSd4_0Y5m8jTWBwgDA0,GqIjJKf6rh5Hof--WahcLT0AEYTEuhkyzH_1ldl3-dhi9cED_DvMvB7j_Ki4uQysd5Dgc9BBAs37wA,Chumpz0,4640.0,1611177386000.0,213.0
1163,7IDzZgocBAnfb4cXgvBIziBFWBHUMAjdD8iRl9nn-nu3jjJ_,oNahMwQmUsKmjU30ZOGjxkAPsAaJZ5fp7Eqa4PGIxyl7pJiznH49JLaa,X3i-mh9LC_swiC2LXQIMOeNvPB7OSfeIqm0DrppY3j0lXV1hfkmjPksujyuZS_4W6aWiNecVFPP_qg,JMQS Decade,4498.0,1605005182000.0,200.0
1164,kE6W57XO4P44w9n6thspn_F3820lV4oY-i1gd9cyI82YEtsn,FacKuBh8c1NFmdSL2eqGwDQ6ea9VSBLU2QM36ZDpr05Pgh-Nmomh-Var,29T_-NypUKa__6cIfEQT87r4PmlyUoMRQsOBW8-qLA0IiDzcAKBCqSl8DSg_72xLpgGAsFJZiiVcLQ,L4rkyy,3545.0,1611344632000.0,32.0
1165,gbi15qpGKjz_piad7el8nW1jJhMzXlzwSnI1XWa0sHKcfqvT,3LPthkVCV6KHEEJBRY2vOG8AzVzGGPDLmrdNLZRbJ8M_ZC2Qugzq-44P,da81KiSgOWgJ3ynjq-Dmo4cE2nVXmxN6o_IIVnO37TPyFCcwaMT0Nyne8cO6JMZPchKgisfZumqyAw,hide on broom,4409.0,1610391386000.0,109.0
1166,tcKbwstJda9qHte9Ollii3P43CygzQ8zj6HAWQxmf7W3PYVT,9nN1eJcmQwluMTBwNSDEPQBciGgXq_8f0M3QjF-diTl86NGLY5hLiNMQ,02sQ1ftG2kglSMrQm4H2sfdVYlFOHtSZqSL6VHeQNIh7fZiNQAstgcmPlFQKq2gcyJc3w1hQ49ym0g,IVolund,4804.0,1611295344000.0,61.0
1167,IOKCTJdYG9mD4vtyWPyGhhOUYNPB2YFNEHFYl-L4Saszlwcd,DhQET6xNG-h9JArhfNzbAxOt5E3HNZmYI1my4UFWAqdL5_urU-k1M3Zz,loxatZsAlx0Zp6_Xc3iKyzdgirWb5pZRRYB9dBVsqLiD_YzzwbU6cdkcVsTW26MCRmXoGrzEvZl70g,lawlamade,6.0,1606579901000.0,5.0
1168,UkofkmcF2vAOoZ56GDw25Gh3L0TFJSqCt0diJ6Jcv_19Qj8g,E4YQfINAY00nKF__oMogWTKZf1cTm53SJXNMtme6ebts8nT-cAjr7Hr8,Gj1RIJ_FgbROM6odESzz0UcZwATbbADdm1pgcIhUqNDORGT92hKpAaR3CloDBqE2BWlXlo5mpzBC-w,NullifyxVoid,4541.0,1610992248000.0,27.0
1169,4yozRfEJdzUsHLga0OhgqAJJ_z_w9UK1LiV13Lqo8b5ys_uV,RlROfW4zOTk-trvIQ5fuOuVUPkZtuPAjYaQLctJzcbUNviFUTlOhf-I1,JdNcwWwH-lp--XuDAlLADlTBQ17cip0b4ybHKZX9U6VS3krmEumAYL3s8M8qQuiGG4vYkQN3-ajYuw,UltimateCookieMC,3544.0,1611432854505.0,9.0
1170,G8qiSq5CSmbrnkZemGaCyzQWS9VOMO-DTY8iY5941YDOuyBD,Oz_qynnYHffogDxpRODCkFJYUevC2HryOdrllbQJyEvORIoLYESiTN4P,lmkkrd10A4jX480ExLjZdj2UaOEZ0tMFue5uojnhzeCQpaW2h5krc2455tDOw4hCrZBmfdWwONDY5A,Starlight03,4794.0,1611370483760.0,246.0
1171,FGvDBjS-XQh1Z6uLtay5KL4fzxqYney0XGw0pANDDqOJ0DSH,e1VE3_53yE97u_T40rMqBNylS1pijhPCQdky4CoERJLO29OqMJXgyPX5,Z5Tg2UPgcBeg1MNGgZcXzdSBuJIx3qwwW5VHM0nC_nVv6eAKYohXnaQ6NWKSbuKYf_FchgEi3VeA-g,McTvtrain,1297.0,1611431725000.0,71.0
1172,P1VXv82ua5mYyqkE_D4BdKorvzh6C6MpVZQYtwYvq-zUHsGK,j-wYLcO6VggJANVRt1h8nwaUzW-MwIs5VqIHChp-s759XsJDayBunCNj,q2ZrsXQGnILX-hJj-eCwVMoNd-5o0Y2MMDM0z4BGQdOz1ZMmc7oP8IwTlTM9gYWSlB_MlRTOqwFbvg,DaKidChris,27.0,1611392172000.0,27.0
1173,dsY92UKO33-h2pw4sKnCW7syqwM57O9t2KILVh3ODG0M5Klm,NV2fO8JJvC53uzzVL-pIq7Ni8DLHBjBNSMe65egPDFLl7CmzxgAqlni3,EqVfAUeVf383wE1xP9errMODrh6cuRUokY_wKTeEmlWF3rj1nnt3JmN8p_v0xpnyPRQ9Ova_AOI2fQ,Daniel2603,4779.0,1610504102000.0,49.0
1174,iz1iAOFi5aTV5CgkqiIxHknMTVAjMtmIkPCA750BsqyrsmrH,sGm_qfgvdynAklavr6AhZnSg1XsVZcC7xfdkNwIhtP2ByNVRjyKRSQC1,idoQWdoimaSMapoJsZ0HVtj9AvHfuqEauh9gYGqMwk5_knwqlIFlvCmDGAfuwA0i7ctYcrgSgrMJfA,Jaggernutts,939.0,1608044033000.0,231.0
1175,QotvX5t69Swlwrjk84PgW5mkJG_-trAxtiKfOl7CusXt6vEH,KlC80oj9i97jKgj6qtZee3hL7Bjac2uYMs_sBLCyqve_iYnGH-AJ3g1S,qwxsdj43SWKk0drAi7zNfNku7NFIxwHnGngpxrgt1WvwWLZzdyMMmKlCroL2lDZNXTkuIm89Ke6Nsg,Utterlee amazing,4294.0,1611379189000.0,75.0
1176,wbueOLO_vcrTbNzFdMnvoGKdWRdIOtzxAv8WBUFvUwUvhx7_,pEMECCTtWY1lX8XqclZZuwxpdnjdzvx1jsM1hp3BDfkDxj1O3d2pmqbx,KoWfsia70WdSGm55oUmuRM_-Wbe6s5BM3k3HD8-YJvlJcu_La6yVtsz6PD-V5j7qIPFJPWbGT2odaw,RobertW63129,4249.0,1610691989000.0,30.0
1177,wDsTt3XLkYbRCznji4c7dcLsHfGvlV4_pmzeEI4GY6Dq9o1q,M8J6ryw-WPjt-mh126jKtm8qxaW4ZtakiVmmgGDI1OKS2FnLn-fej38M,HjT-9zJgVx_zgYmUo2MLvrmU_Rw5Yp6ASHa6MPC-lQDeqVOAhPxTu7Lh1Qjxh2_fHj21UDAUCI4xVg,TuneLee,3543.0,1602790899000.0,18.0
1178,NHw4R1FS2BB93QJ0AeTZlL1teZ2QwYwrnH1N1VNvc4x-qwsZ,Pi5tU3f0Bo45PyxB3i8bnLxETmPSWiJP6qcBH70Lzph3DH_AdTsX2H6r,V6Je-kSTeiK-GblF3U0rC4cJcywxsvveMZ--4o7XeExTEcbqGD1kQzRp36n5_wNSy2igdwQMz6BYhg,dontbullyme22,3542.0,1611217521000.0,141.0
1179,TSlETINEl2RKeGlJRsj71Oc4U5QNM5MP2gZ22AgqEJB_VHuz,TTXmDVnsYBJTkqoGTf7OCv6MHEj96K4K_iHiGfo0W5YvUwKoes0YU0_8,HH3PJFJVOK9SGQsUb-wHAkiBZuGBlxsXzNCLPz56ZuW7oINuD9XdDpMlFF1kVOBtum8eQRfaLeVT-A,lifeinthe876,4862.0,1611381824791.0,112.0
1180,L8045qY6MoUTYNNdCyr3w3I5nRm_Kg2Sf1_5il6v-S8jJI0g,JnFRrRnxKl3b5zDCvfa0pFJivl7bsOgjKKVBnywezH_EHYV7Zo0r9w2U,iLLw0pszacFlg-FeewZDEhl30fGsgWCb3RhS0WHz0A2lqmB3uuvXaJsYXMpF70cAHST7KCajOSKARg,roseybluue,4654.0,1611361759000.0,79.0
1181,r3xfz79ERMTRhixKLWNSOdH56CbeZOlyZPee8axM2bP4Ybjt,jRMhmvUct41TTsQOYuUPa-LR5LERX0HIqmBhQKbkL_qgKuEigaL1N2bR,KekYL4WYPwUUbXEcl-uffvuryW6QyvWIJl7VwIWp1xk7WRJnGg8YXpYaSeFyu4eASxSan2CSLsLSJA,ZileanStunGG,4832.0,1611370877000.0,165.0
1182,gqIf-4Q7TFtmv1iRXWCx6Zyb4jL61C60CDI60hi7pcoeEjJn,dyZqPxNLmrNBktKAc4fY6f-NIHMOhsVa47NXnjyk-2Q7kJ838dd14QjM,fOPF3ixxfsF-ZAB7eSR6wThXrnZl2dElhjFTell2SZBZB0AKV5KqvBubMjW1O6_kKQ3xv8pUL7f6-Q,Fake Johnny,4763.0,1606450991000.0,99.0
1183,nnvLtLH3EYhb8aM4TCoYgIFwybh90afetRM3XDP5IA3_Hyba,AfzaoKSIxd2JHxP9wfauOW69LgxsKFJZ_dqSF8C_Sb3bFduZAFUvRhoa,PPim8hNvyBeoT_avHe9LfcYWqeMMGbxh0Cn47UJW-u8-6jppuTA70by66GRwavUongfxIboFD_USlA,LunarrNovaa,1225.0,1610428181000.0,25.0
1184,7sGtbKKFeXKeJiNNkanAlcSK7snYir6Hc4zme2OpEjdpjFp2,Zui2QuT-dkUlH-4VnWqJht3R2ldX4CRxc7DrhKZ8WaCnB96mT98Yw8P6,UzpSAj-8RE0zvEVm1krOitRwzSdwlg2h1ffX2qXvnfU1FoCO1KW4YPqK1NXm4eAN-XI7_MamuolKJw,JestersDominion,4636.0,1611348533000.0,73.0
1185,xrQ10k8xCsKL479MyzXypiQze20EelkDrMgpVTs74z8v5_Ug,mgOJYMa5ciTdZjZw2sYZxNiHqMtJLYOXglDPIk07RAzpDUvh8j7jISYu,_Xvq5zsCasA8GashgWyHiZSxiU1NUp8FLGRD_yPeFdpac4wXQjF0zsRJYH3kbQsviaDk7Kcp867U1Q,DarkHappiness112,3542.0,1611379210000.0,4.0
1186,RrBn1-FwKpwm4UfQDJQunzYNIvkdMj-dZoK6-pplneox0rzh,LHisRTxKjppXAye_1NDn0ZCU4x4sUU0hZPz5pVrYMKi9CgZFbHx1giwd,UbigkpLue0L4qLxZJ5JNA55-IVpr_myZ_KfiIYJf53F8xgrRsMpZUy7ewXDBWGuyzYyoF-HzH2D0ng,Dont Touch Blue,1382.0,1610861091000.0,109.0
1187,zh7m6iCsVGb__OWebU4lkWr2d0nwY2ZLlsJ_ZHSPbnPdXlVe,rEPNiq0_S548DKdB4H4bg_O2lcfkAQldJIY_aOclL2Ov5WEhW_VvVw49,PAUz6BL5owJRc5gfDsELCtrURjQlaOUWe6gA8x-n14Ik3OaTb8UECmR3UW45BM-yZCk2q8jQElfjOA,nanikitty,4655.0,1610943616000.0,167.0
1188,dEpDnUKHEXEfQtGKQdNWHi6omeMvMf2-bAbXl6XDKPgqNIp6,Ny_9YUpeN_OOMiZshHWVGaeaSTL3dKbh6rE74Y3fuyw7ADmhLsnnB1ma,58YpzJcCLzuTSiqrn7O6bPzu9AqKFDVQY_rzyS38hM-xa-bhDyBkzjkwgrT9Q2s94L2j8As3lDPmOA,ooderot,3589.0,1609789634000.0,35.0
1189,PI0JeDzsc0uX_MF0pknr5YkaJP1j3hQfy9t8sNDvJSp0_KQ4,m9ZQbiHWxEriOD5TKCaLNQ-NoTpY6-VZFY_x9oblYaUEkDh3lh7h_h-L,x5n8RpU0lAn3SxGmU98O3PXhxnJzpcioFs1oUNKYzUkYnP66I7UzCHyUe_jw-X-bEfr0KzcJoQrNhA,perzon2,4459.0,1610047998000.0,41.0
1190,96azLUQ5N06Df0S7vkiQmzQopmnN0JHbXeWiwpKyvOjKisPo,zbTFaXRSCNTw5XSoq5exFgmAukHG0vhWq2knVogE9lVh6OXyBz3Tl_6j,g0e4NVyb7KJQ79NPKC5m-wdDscZDbZKX72v2QMLizD9thit-XkJkpScT2h3SiTy2AOYIiR04QdgPsA,Fun INTentions,3366.0,1611361873000.0,99.0
1191,JuNPT0UOt_2d00XAyh9Pzor0WQMvQiyo-3CluDmtlfNpIfDz,TgKYK_CYV3DKpzXO2deFB3B7WECAEHDu6Z2AeXX8nMfZAZWZp9EI6rKc,PNS8iGTWveQBj_lIu-rSnfLxQQRDKC0iJ9FhcQ5VdV6_rwHVKRJPlqaS0lx3tLl95029ogGG794hiQ,CHlNKo,3523.0,1611397681000.0,240.0
1192,Nf3F9XmtWUcw6YNqS6T6HZXQ4TMs45vlJiIQfQgbyP0QH61W,WsT05TV-xqI1ssBtlNuktlIs8_pDs-GpAR0Soq6oYrORWTQqCGLXGPot,R2gCCd23ia2cziH_3YCHtaGgjM2nNdjpZOr_zMjq95icmNQEZeNZ9fB1mEibLQuQvOACO197ar2fNA,M1Y0SH1,0.0,1611366951000.0,38.0
1193,KwNf78QVLtd6A7AI2tVZZkoiq0hfyVe4cKa6BMdtg0PuGX3p,LIhtvgjkNnj6wmbSk5zKLnPQGdF_NgYTYK_rXo8vGzWq_Umk1xO1YHpy,fLxiw6Hn9Xft7TZ7NvzuDOVmybqyUETaFNhR5H3QKmFKatoMvKlLfRxo5ven798iycvg19OEDGv42w,XMixa,4069.0,1611273130000.0,207.0
1194,u7M86_K715GFhVLgkVqB0uJT1DPKRE3-0CPVF8fxzKL7jrU_,YabBQV4pLeCGPGVtJ0zI3R8BdPfBJc2G1oIuapbKO3FlYALgZuCyazyt,gSLt_sWzISr6Rkc9nIuMp7_cwxuzzZXW14zMLMBnQrBbvxsMvBHarYM4jdHtls0vqQjsvPKpfeeHCw,Jiizzuz,3165.0,1602053305000.0,22.0
1195,DOK9EcevNSWM4strWgkPcVOewszEFoRenk0g0Qwk2wA0h7Pv,WhrtKbN1CqKIAYpbtJdhYpwMc5HcardVzeODtyxyDvEJ0A8Mcih1uQ7A,v3nLLGJupY5iBRPm4KeyL5fErfEkphSrMboHAL3NlxSqWlRNMzIpUPo3LXmLYRxYvKuqKr5ZK57Mzg,AstralFurry,3383.0,1611278914000.0,158.0
1196,SpNGAmwK8RRajgpNY_FCvUpszvbczxV3mK6GxbinWU6KdtbX,5uvAbXlReOln5W9GfFLUTVTS814pqj_e42xZZpfNtdd0V-2Gi8aaHda3,PPXOuGCIpvGDHJjh-5z5S-TpErxyRQDOqRIP55jEP81VSUKDVsdJBv5XwsoXMy2ZbbUNs-5DKL4iMg,Adc dazz,986.0,1605421026000.0,117.0
1197,704GgrHb5rBtcgwpw5B8Ti41YRMq2ajOdqIWwdXIhUSQiW1g,CyW3UIQLIqbyW3fb4jP-Wn9U5wvpEPHUKZqQ4-oS_VQHNgQi70pemM8R,PMGAoX868lGLKyN8Mx8qy9f7x_wogxgJVfYJK1TTB2_b2yQZOUcBevoqXezqjaRfoXnYW3sxJjgXxw,Tepda,4230.0,1608619865000.0,52.0
1198,v75HipI94xlXHQS_kpt4yTEyi_NwZccXW7F356AYPJ8k_y9I,-JJg4LIjh22rDolOtPOiKqa5FCsy3SCmsbIvDxbxoZE8Fgvfkv5TAuJL,oR6NIL5JWBf4J-7jsaDW0qZNvpfFuNVHZiXQxZS4L9nR7G2CDMBKLa9REudREEPTf03KwHOyh5T-Tw,ErenMD,23.0,1610791187000.0,106.0
1199,Ks7pkqR3A4YZ5jrp4P7Cgqfl4tsAG81w5gPfbw0V2g82793J,S7ykc9dWoOFrzAwMM1_tAUddtw-3vPE1yK2m0bgQHadhB5kQ3IzNmzlB,tK-W7L7zmqhHPc7sfRiwyefo0tEFuoKSuAJM87OcUD2xbOFZmTHAfwi4CbB6zZkWfkLtS1-ygU4zlA,animewetspot,7.0,1606146531000.0,20.0
1200,Zm_MXDwTAjyPv2IMK0PITkDxkVHPcksgGUlmMCmAtbjSV9Vn,p-3ggqIWEmz1pwIFMGSXX0tEpwtalw2LWMc6sjhpv5mHYOGuQogO_RMm,8YHzmC22jufmZzFCQoMK_oouNHsQAFEQgNvekYRDBl-8-6TdGc0trfARcQ8aihatXpZR6HNhbJmR6A,i am mother,4834.0,1611390740000.0,292.0
1201,R0JSRL7zkhKxxsbwS253PqR7E5G95fFghH2AVjHLb38ZBPeB,_Ahdbc-Wx-gfNcZf4r17Fn1zG0ycvg3wXMn4WJtsawOswSmEYbdMvBKA,aE75MK4gFXSmg5FrvXyAi0XdFCXjhseQO_COiEOjtx9qC3k3MvqMgPfgrUluUkjt94PRf9IBU2ImTw,My Kitty Sheeba,3545.0,1604341229000.0,14.0
1202,I2fjm37Snv29KQ19esQNyB0yafR-fZMoc1iEakCLEXJuYYdC,BIp-Yey50oyctZDLRFxkwQqDsqBWSfK9kR6ZD54s8vs5E_rWHg3zBPIs,Udb_5vLkYxU0cvHqbXe_RFk0ayu2e3tol2VtgSvw1AMsBN8SnNRRjX5GJJRlHwsrMbTv-7Gnm7aGSQ,i int u ,4207.0,1610816179000.0,98.0
1203,VVNazUwlIVUhZLCwJIUyJSEeAuIa2S4qvlxL9MR0SvREdm84,u5wLUaoeqUZQeNp4koHf3weA2Hs3ZbWX-qlqKkKb66r8QsPiCJLlj1Jd,54QS1nmY4wamTpmLI-6ZP0f5PtsHKBlKGq-nLglQtHeMAW7hKcBPG_9sk5f2AXTTtuwuJ1RfQuxeHg,Yunyn,4292.0,1610205605000.0,196.0
1204,siAGW0pn5sPcRjxEG3wM8uMug73Z0QHLfMiaIddn8xcuiOgD,yf-NTq_CbaHnRPQqBEj72t4TdB9GAQEGFp5A3EDHy4hYMNzVAlegkW-H,XXZTAq4RfjOWeDmrKJXRzDg1uXlGfA9LjG_f9pZvSEGgaNpuNRYiMg8cgMEaDfP60g1HaM-SexJvwQ,TKNATION7,4882.0,1611138034000.0,289.0
1205,WtI8kUCdjnZJjaqqLyZi8iPvsm9yZ5Y5JEW0oW1kbMDLRsxl,RSOG8EPFiwIjdeA8ZnvAoppsC4EaPRpHgBVkG8ISdhPq3d9qhoL02Pwf,GzRlNDAN5I3WZp2KVaDleyFneNzdsa5bdmHFWD1dXNNNHcj4dll_4JTsbqp7hrrEiQEMXWIvrsxkLQ,Lexikitten32,4764.0,1611351181000.0,35.0
1206,s_-p_aYmmrSkuVTc3_tPH_9w8OOIFbMcCA_1mcbVLk5Yeac2,LxNQR_WwtUyl8N4MXEPgNvaagIs_c0lCK8JMGgJexkiBdSj-nTMGtQPi,B3RI3g4NFXgW9pxSJDHsqoRIN8ohswKtzLtaSigoKIAaZ7PU0fE72UkJ_tKwzd2LgiGKXCdwezBj9A,HalfOurKills,4652.0,1611167729000.0,83.0
1207,hhzGUZR9ZP0DMsWvlT2wRKsDqeB7LXHIVLeGl7nt2Z-IrRsb,fyyYoJMcmngkAvQQWz9-5Wl0hgmc6f9mrVFL6KhmFsYQf97UJXYKif67,uvlHxtan_eggJgWU5ZCw8xivKPpkgtWdr2avNFqm_wT28aJ_03blhAtK5o4Gk8FsJwKS1Fo0GwhQIw,Ash6789,4661.0,1610765802000.0,69.0
1208,gls1Zuv3TlnujMpe4REVwhaG2S2LuFIA8MNBfZDGSqLY87xg,C2YS6EV5qVlBPAc27UK_sUYAg0dAYD-6R_jKlKLvslznpHF_Em7x1nGc,j-37qn-tGLJ2OJMcno3bvBUKOwF0L_HFFkCESUT5oVCP14gwjBJ3f4Thisslef0OtB67ELiiNE_zfQ,MarrG,4274.0,1603806389000.0,10.0
1209,cUbPrF_CgkpIdwTNtiPjKqX4bQEyR2PUJwbwh-ZUTaiMrO8v,KrY3-40B3o-15P0R9NqKphvsc7NOGaKf59LsMrUipErshK8,Xo6lyUmisHCuEkCg8mneClYYsrLOL0pcBkUmT6jRiUMa2SsIfDUXAp_y8hO6FGF648FmE9GpJOLLWQ,Jaysonlol,3887.0,1608378906000.0,37.0
1210,wMXa6j5-vuln-gdu0ddFTeU91NJ_u-edFLVX-Sgs6l1961nS,eq_iJjUnWPCr9Rypow9gOFnzv2TRku79CJrt3ufSG2HBCzk4zrVD-oaK,hNI77swWELk_ksY74TfDUu0XYKcZ-kYCRlEzlzN7AZdoMPPhpE47dckqLwA7oW7Hed7lqY-nbRqnsA,A5sisEaten,4422.0,1608448858000.0,41.0
1211,jr1DgDjdG_vvE7QHzv3wkKqF7kF7_itczdiEiushM770U0i-,0RdIFO9A6NMCt57hxTWdDgsMIUtUnYjPyVZpSyeNUhxvHcBriHFQc_Xu,reQPARLWz2fYFxkKbRbqc4N5bAaIGGdqiczz9lCEnTBnhvDW3ykkYG-9cwujxQdWHm18rorYjKxUVg,Neeb Tus Bae,7.0,1609909184000.0,117.0
1212,UDm_yhuLPhud8WSHsHJxPyHW725PW2wM2g_QeC1MHdn4qCjS,ECN8spzAg8tKsD2HP4YgbEGuDTtmG6yE6UmK6geo8sDgtJttSHkFJHx1,umk1beHVwvWThM-R-MPC6W6WQ2ZCnz0iDeR7UiL_mH-QgaadRKHgKM2JWCGabEDSVOF6CEfieZucOg,Syntriix,3872.0,1611387755000.0,245.0
1213,G40BylWzmy62Lw83gkTDGjyxaR9GSx-2I0U-3HMnKDdRNJQx,HcZajuVpsFk-RDRxFmQEpoBFT8mAD8-8nFOYQlwSp9i6QdgBSVI9oFHT,9STyBAX02lfJdYf5uNE091RPGTwK5K05gdItYKctNscxsVh2F_IgCkQLcq54W1kAPAH6YdgV80vWxA,Lingoboy,1212.0,1609719486000.0,54.0
